City,Gender,Education ,Crimes,CMPLNT_FR_DT,CMPLNT_TO_DT,OFNS_DESC,PD_CD,PD_DESC,BORO_NM,ADDR_PCT_CD,PREM_TYP_DESC,Age,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
LA,Male,Secondary,Assaults,11/3/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,8,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",West LA,,BAR/SPORTS BAR (OPEN DAY & NIGHT),42,,,34.0465,-118.4484,
LA,Male,Primary ,Burglaries,11/12/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),20,,Olympic,,SINGLE FAMILY DWELLING,0,,,34.0652,-118.2878,
LA,Male,Secondary,Thefts,11/2/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),9,,Van Nuys,,GARAGE/CARPORT,35,,,34.1505,-118.44,
LA,Male,Primary ,Auto Thefts,11/2/2019,11/2/2019 0:00,BURGLARY,21,,Topanga,,GARAGE/CARPORT,30,,,34.1837,-118.6327,
LA,Male,Secondary,Murders,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),15,,N Hollywood,,DEPARTMENT STORE,0,,,34.2037,-118.421,
LA,Male,Primary ,Rapes,11/3/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,,Topanga,,AUTO SALES LOT,0,,,34.2047,-118.5688,
LA,Male,Secondary,Robberies,11/7/2019,11/2/2019 0:00,BURGLARY,7,,Wilshire,,GARAGE/CARPORT,0,,,34.0837,-118.3717,
LA,Male,Primary ,Assaults,11/18/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,,Central,,PARKING LOT,17,,,34.053,-118.2513,
LA,Male,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",12,VERBAL THREAT,77th Street,,LAUNDROMAT,33,,,33.9806,-118.3294,
LA,Male,Primary ,Thefts,11/2/2019,11/2/2019 0:00,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",3,,Southwest,,RESTAURANT/FAST FOOD,19,,,34.0268,-118.2808,
LA,Male,Secondary,Auto Thefts,11/2/2019,11/2/2019 0:00,"RAPE, FORCIBLE",1,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Central,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",28,,,34.0417,-118.2443,
LA,Male,Primary ,Murders,11/2/2019,11/2/2019 0:00,VEHICLE - STOLEN,10,,West Valley,,PARKING LOT,25,,,34.1939,-118.5317,
LA,Male,Secondary,Rapes,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",14,UNKNOWN FIREARM,Pacific,,GAS STATION,58,,,33.9976,-118.467,
LA,Male,Primary ,Robberies,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,8,,West LA,,STREET,58,,,34.038,-118.4154,
LA,Male,Secondary,Assaults,12/5/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),11,,Northeast,,SINGLE FAMILY DWELLING,18,,,34.1048,-118.234,
LA,Male,Primary ,Burglaries,11/3/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),9,,Van Nuys,,CLOTHING STORE,26,,,34.1903,-118.4574,
LA,Male,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,"THEFT, PERSON",1,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Central,,SIDEWALK,0,,,34.0428,-118.2461,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,,Central,,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",48,,,34.0563,-118.2374,
LA,Male,Secondary,Burglaries,11/14/2019,11/2/2019 0:00,BURGLARY,13,,Newton,,PARKING UNDERGROUND/BUILDING,19,,,34.0202,-118.2761,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,ROBBERY,20,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Olympic,,SIDEWALK,28,,,34.0561,-118.302,
LA,Male,Secondary,Burglaries,12/3/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,9,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Van Nuys,,SINGLE FAMILY DWELLING,35,,,34.1923,-118.4466,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,"THEFT, PERSON",1,,Central,,OTHER BUSINESS,36,,,34.0552,-118.2322,
LA,Male,Secondary,Burglaries,11/7/2019,11/2/2019 0:00,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2,BELT FLAILING INSTRUMENT/CHAIN,Rampart,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34,,,34.0568,-118.2821,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,BURGLARY,17,,Devonshire,,SINGLE FAMILY DWELLING,30,,,34.2987,-118.5175,
LA,Male,Secondary,Murders,11/2/2019,11/2/2019 0:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,VERBAL THREAT,Southeast,,SINGLE FAMILY DWELLING,0,,,33.9265,-118.2717,
LA,Male,Primary ,Rapes,12/3/2019,11/2/2019 0:00,THEFT OF IDENTITY,9,,Van Nuys,,SINGLE FAMILY DWELLING,32,,,34.1612,-118.4552,
LA,Male,Secondary,Robberies,11/3/2019,11/2/2019 0:00,VEHICLE - STOLEN,9,,Van Nuys,,PARKING LOT,0,,,34.1523,-118.4509,
LA,Male,Primary ,Assaults,11/5/2019,11/2/2019 0:00,ROBBERY,7,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Wilshire,,HOTEL,15,,,34.0434,-118.3621,
LA,Male,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,VEHICLE - STOLEN,13,,Newton,,STREET,0,,,34.0082,-118.2652,
LA,Male,Graduate,Thefts,11/4/2019,11/2/2019 0:00,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,18,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Southeast,,SINGLE FAMILY DWELLING,6,,,33.9528,-118.2869,
LA,Male,Post Graduate,Auto Thefts,12/18/2019,11/2/2019 0:00,"BUNCO, GRAND THEFT",15,,N Hollywood,,SINGLE FAMILY DWELLING,48,,,34.1704,-118.4019,
LA,Male,Graduate,Murders,11/2/2019,11/2/2019 0:00,ROBBERY,16,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Foothill,,STREET,35,,,34.2248,-118.3774,
LA,Male,Post Graduate,Rapes,11/2/2019,11/2/2019 0:00,THEFT OF IDENTITY,21,,Topanga,,DEPARTMENT STORE,26,,,34.1665,-118.5859,
LA,Male,Graduate,Robberies,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,14,,Pacific,,STREET,46,,,34.0267,-118.3986,
LA,Male,Post Graduate,Assaults,11/3/2019,11/2/2019 0:00,EXTORTION,11,VERBAL THREAT,Northeast,,RESTAURANT/FAST FOOD,43,,,34.0945,-118.2085,
LA,Male,Graduate,Burglaries,11/5/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),14,,Pacific,,SINGLE FAMILY DWELLING,34,,,33.9864,-118.4644,
LA,Male,Post Graduate,Thefts,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,20,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Olympic,,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),0,,,34.069,-118.3079,
LA,Male,Graduate,Auto Thefts,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,15,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",N Hollywood,,SINGLE FAMILY DWELLING,0,,,34.2048,-118.366,
LA,Male,Post Graduate,Sex Crimes,11/3/2019,11/2/2019 0:00,"BUNCO, GRAND THEFT",19,,Mission,,SINGLE FAMILY DWELLING,29,,,34.3089,-118.4417,
LA,Male,Graduate,Forgery,11/2/2019,11/2/2019 0:00,BURGLARY,4,,Hollenbeck,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",18,,,34.0853,-118.186,
LA,Male,Post Graduate,Sex Crimes,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,HAND GUN,Topanga,,PARKING LOT,34,,,34.1719,-118.5684,
LA,Male,Graduate,Forgery,11/3/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),11,,Northeast,,PARK/PLAYGROUND,39,,,34.1131,-118.1894,
LA,Male,Post Graduate,Sex Crimes,11/6/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),4,,Hollenbeck,,RESTAURANT/FAST FOOD,29,,,34.0412,-118.213,
LA,Male,Graduate,Forgery,11/5/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),21,,Topanga,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",47,,,34.2119,-118.6017,
LA,Male,Post Graduate,Sex Crimes,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,17,,Devonshire,,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),28,,,34.2725,-118.6164,
LA,Male,Graduate,Forgery,11/4/2019,11/2/2019 0:00,VEHICLE - STOLEN,15,,N Hollywood,,STREET,48,,,34.1504,-118.3712,
LA,Male,Post Graduate,Sex Crimes,11/3/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",12,,77th Street,,STREET,36,,,33.9806,-118.2892,
LA,Male,Graduate,Forgery,11/4/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),14,,Pacific,,STREET,24,,,33.9925,-118.4186,
LA,Male,Post Graduate,Sex Crimes,11/11/2019,11/2/2019 0:00,VEHICLE - STOLEN,7,,Wilshire,,PARKING LOT,36,,,34.0872,-118.3532,
LA,Male,Graduate,Forgery,11/12/2019,11/2/2019 0:00,DOCUMENT FORGERY / STOLEN FELONY,13,,Newton,,OTHER BUSINESS,38,,,34.0336,-118.2459,
LA,Male,Post Graduate,Sex Crimes,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,6,,Hollywood,,PARKING LOT,26,,,34.098,-118.3441,
LA,Male,Graduate,Forgery,11/2/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),1,,Central,,MTA - RED LINE - 7TH AND METRO CENTER,84,,,34.0509,-118.2585,
LA,Male,Post Graduate,Sex Crimes,11/2/2019,11/2/2019 0:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",6,,Hollywood,,RESTAURANT/FAST FOOD,0,,,34.0962,-118.3266,
LA,Male,Graduate,Forgery,11/4/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,19,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Mission,,SIDEWALK,0,,,34.283,-118.4635,
LA,Male,Post Graduate,Sex Crimes,1/11/2020,11/2/2019 0:00,BURGLARY,4,,Hollenbeck,,PUBLIC STORAGE,50,,,34.0881,-118.1877,
LA,Male,Graduate,Forgery,11/2/2019,11/2/2019 0:00,VIOLATION OF RESTRAINING ORDER,13,,Newton,,SINGLE FAMILY DWELLING,23,,,34.0168,-118.2531,
LA,Male,Post Graduate,Sex Crimes,11/3/2019,11/2/2019 0:00,PICKPOCKET,3,,Southwest,,"SPORTS VENUE, OTHER",22,,,34.0268,-118.2808,
LA,Male,Graduate,Forgery,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,18,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Southeast,,SINGLE FAMILY DWELLING,19,,,33.952,-118.2673,
LA,Male,Post Graduate,Sex Crimes,11/4/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),9,,Van Nuys,,STREET,31,,,34.1686,-118.4443,
LA,Male,Graduate,Forgery,11/3/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),9,,Van Nuys,,STREET,64,,,34.2048,-118.4531,
LA,Male,Post Graduate,Murders,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,17,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Devonshire,,STREET,45,,,34.2282,-118.5536,
LA,Male,Graduate,Rapes,11/13/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),18,,Southeast,,OTHER BUSINESS,57,,,33.9019,-118.2827,
LA,Male,Post Graduate,Robberies,11/2/2019,11/2/2019 0:00,PICKPOCKET,6,,Hollywood,,NIGHT CLUB (OPEN EVENINGS ONLY),0,,,34.1016,-118.3341,
LA,Male,Graduate,Assaults,11/6/2019,11/2/2019 0:00,"BUNCO, GRAND THEFT",9,,Van Nuys,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.1857,-118.44,
LA,Male,Post Graduate,Burglaries,12/21/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),21,,Topanga,,MAIL BOX,35,,,34.165,-118.6233,
LA,Male,Graduate,Thefts,11/4/2019,11/2/2019 0:00,BIKE - STOLEN,3,,Southwest,,SIDEWALK,27,,,34.0219,-118.28,
LA,Male,Post Graduate,Auto Thefts,1/10/2020,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,1,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Central,,HOTEL,77,,,34.0487,-118.2627,
LA,Male,Graduate,Murders,11/18/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",20,,Olympic,,"VEHICLE, PASSENGER/TRUCK",31,,,34.0556,-118.3185,
LA,Male,Post Graduate,Rapes,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,1,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Central,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.0437,-118.2455,
LA,Male,Graduate,Robberies,11/3/2019,11/2/2019 0:00,VEHICLE - STOLEN,4,,Hollenbeck,,STREET,20,,,34.0503,-118.203,
LA,Male,Post Graduate,Assaults,11/3/2019,11/2/2019 0:00,VEHICLE - STOLEN,9,,Van Nuys,,STREET,58,,,34.1685,-118.4487,
LA,Male,Graduate,Burglaries,11/2/2019,11/2/2019 0:00,BATTERY POLICE (SIMPLE),3,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Southwest,,DRIVEWAY,24,,,34.0184,-118.2977,
LA,Male,Post Graduate,Thefts,11/7/2019,11/2/2019 0:00,BURGLARY,14,,Pacific,,ELEMENTARY SCHOOL,27,,,33.9916,-118.4162,
LA,Male,Graduate,Auto Thefts,11/3/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",12,,77th Street,,STREET,18,,,33.9806,-118.2892,
LA,Male,Post Graduate,Murders,11/2/2019,11/2/2019 0:00,VEHICLE - STOLEN,21,,Topanga,,PARKING LOT,54,,,34.181,-118.5904,
LA,Male,Graduate,Rapes,1/3/2020,11/2/2019 0:00,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",8,,West LA,,OTHER BUSINESS,57,,,34.0459,-118.4428,
LA,Male,Post Graduate,Robberies,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,UNKNOWN FIREARM,Southeast,,STREET,30,,,33.9593,-118.2782,
LA,Male,Graduate,Assaults,11/4/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,6,,Hollywood,,PARKING LOT,52,,,34.1052,-118.3489,
LA,Male,Post Graduate,Burglaries,12/2/2019,11/2/2019 0:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,12,VERBAL THREAT,77th Street,,SINGLE FAMILY DWELLING,36,,,33.9974,-118.2982,
LA,Male,Graduate,Burglaries,11/6/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),14,,Pacific,,GARAGE/CARPORT,0,,,33.9839,-118.4706,
LA,Male,Post Graduate,Burglaries,11/6/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,,Rampart,,STREET,22,,,34.0533,-118.2829,
LA,Male,Graduate,Burglaries,11/3/2019,11/2/2019 0:00,BURGLARY,4,,Hollenbeck,,OTHER BUSINESS,21,,,34.0619,-118.1929,
LA,Male,Post Graduate,Forgery,11/7/2019,11/2/2019 0:00,BIKE - STOLEN,6,,Hollywood,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",32,,,34.0962,-118.3483,
LA,Male,Graduate,Sex Crimes,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,UNKNOWN WEAPON/OTHER WEAPON,Southwest,,PARK/PLAYGROUND,0,,,34.0073,-118.3108,
LA,Male,Post Graduate,Forgery,1/31/2020,11/2/2019 0:00,THEFT OF IDENTITY,21,,Topanga,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.1679,-118.5804,
LA,Male,Graduate,Sex Crimes,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,HAND GUN,Topanga,,PARKING LOT,60,,,34.2029,-118.5943,
LA,Male,Post Graduate,Forgery,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,3,,Southwest,,GARAGE/CARPORT,23,,,34.0105,-118.3398,
LA,Male,Graduate,Sex Crimes,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,19,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Mission,,STREET,0,,,34.2399,-118.4435,
LA,Male,Post Graduate,Forgery,1/19/2020,11/2/2019 0:00,THEFT OF IDENTITY,3,,Southwest,,SINGLE FAMILY DWELLING,0,,,34.0155,-118.2933,
LA,Male,Graduate,Sex Crimes,11/5/2019,11/2/2019 0:00,BIKE - STOLEN,8,,West LA,,PARKING UNDERGROUND/BUILDING,43,,,34.0437,-118.4531,
LA,Male,Post Graduate,Forgery,11/2/2019,11/2/2019 0:00,VEHICLE - STOLEN,19,,Mission,,DRIVEWAY,37,,,34.213,-118.4311,
LA,Male,Graduate,Murders,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,,Topanga,,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",0,,,34.1847,-118.5928,
LA,Male,Post Graduate,Rapes,12/1/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,6,,Hollywood,,STREET,0,,,34.098,-118.3468,
LA,Male,Graduate,Robberies,11/2/2019,11/2/2019 0:00,BURGLARY,8,,West LA,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",30,,,34.0487,-118.44,
LA,Male,Post Graduate,Assaults,12/23/2019,11/2/2019 0:00,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",7,,Wilshire,,OTHER BUSINESS,24,,,34.0782,-118.3463,
LA,Male,Graduate,Burglaries,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,12,UNKNOWN WEAPON/OTHER WEAPON,77th Street,,RESTAURANT/FAST FOOD,0,,,33.9455,-118.3068,
LA,Male,Post Graduate,Thefts,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,11,,Northeast,,PARK/PLAYGROUND,0,,,34.1192,-118.3004,
LA,Male,Graduate,Auto Thefts,11/4/2019,11/2/2019 0:00,VIOLATION OF RESTRAINING ORDER,9,,Van Nuys,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",41,,,34.1985,-118.4467,
LA,Male,Graduate,Murders,11/4/2019,11/2/2019 0:00,VEHICLE - STOLEN,1,,Central,,STREET,37,,,34.0395,-118.2617,
LA,Male,Graduate,Rapes,11/3/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),21,,Topanga,,GROUP HOME,37,,,34.2084,-118.6234,
LA,Male,Graduate,Robberies,11/2/2019,11/2/2019 0:00,VIOLATION OF COURT ORDER,11,,Northeast,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",11,,,34.1439,-118.1955,
LA,Male,Graduate,Assaults,11/2/2019,11/2/2019 0:00,ROBBERY,9,HAND GUN,Van Nuys,,ALLEY,6,,,34.206,-118.4445,
LA,Male,Graduate,Burglaries,11/3/2019,11/2/2019 0:00,BURGLARY,20,,Olympic,,SINGLE FAMILY DWELLING,24,,,34.056,-118.3209,
LA,Male,Graduate,Thefts,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,,Central,,DEPARTMENT STORE,35,,,34.048,-118.2577,
LA,Male,Graduate,Auto Thefts,11/2/2019,11/2/2019 0:00,PROWLER,3,,Southwest,,FRAT HOUSE/SORORITY/DORMITORY,0,,,34.0264,-118.278,
LA,Male,Graduate,Murders,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,13,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Newton,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34,,,34.0035,-118.2691,
LA,Male,Graduate,Rapes,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,12,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",77th Street,,SIDEWALK,29,,,33.9708,-118.2783,
LA,Male,Graduate,Robberies,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Southwest,,SIDEWALK,28,,,34.0054,-118.3338,
LA,Male,Graduate,Assaults,11/2/2019,11/2/2019 0:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),6,THEFT OF IDENTITY,Hollywood,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",52,,,34.0962,-118.3483,
LA,Male,Graduate,Burglaries,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,BATTERY - SIMPLE ASSAULT,Central,,DEPARTMENT STORE,25,,,34.048,-118.2577,
LA,Male,Graduate,Forgery,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,5,BATTERY - SIMPLE ASSAULT,Harbor,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",19,,,33.7216,-118.299,
LA,Female,Secondary,,3/4/2019,3/4/2019,DANGEROUS WEAPONS,389,OTHER MISCELLANEOUS CRIME,Southeast,,,21,,,33.9574,-118.2827,
LA,Male,Primary ,,3/4/2019,3/4/2019,HARRASSMENT 2,567,BATTERY - SIMPLE ASSAULT,N Hollywood,,,45,,,34.1985,-118.3878,
LA,Female,Secondary,,3/10/2019,3/10/2019,DANGEROUS WEAPONS,386,BURGLARY FROM VEHICLE,Central,,,59,,,34.0416,-118.2584,
LA,Male,Primary ,,3/3/2019,3/3/2019,DANGEROUS WEAPONS,567,BURGLARY FROM VEHICLE,Southeast,,,24,,,33.9237,-118.2696,
LA,Female,Secondary,,3/4/2019,3/4/2019,DANGEROUS DRUGS,567,BURGLARY FROM VEHICLE,West LA,,,31,,,34.0329,-118.3927,
LA,Male,Primary ,,3/3/2019,3/3/2019,DANGEROUS DRUGS,101,OTHER MISCELLANEOUS CRIME,Hollenbeck,,,0,,,34.1083,-118.1814,
LA,Female,Secondary,,3/12/2019,3/12/2019,DANGEROUS DRUGS,411,VEHICLE - STOLEN,Pacific,,,23,,,33.9676,-118.4072,
LA,Male,Primary ,,3/3/2019,3/3/2019,ASSAULT 3 & RELATED OFFENSES,421,BURGLARY FROM VEHICLE,West LA,,,41,,,34.0535,-118.5091,
LA,Female,Secondary,,3/22/2019,3/22/2019,ROBBERY,101,BATTERY - SIMPLE ASSAULT,Newton,,,0,,,33.9911,-118.2542,
LA,Male,Primary ,,3/3/2019,3/3/2019,ASSAULT 3 & RELATED OFFENSES,637,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Van Nuys,,,20,,,34.1976,-118.4378,
LA,Female,Secondary,,3/3/2019,3/3/2019,DANGEROUS WEAPONS,638,INTIMATE PARTNER - SIMPLE ASSAULT,Van Nuys,,,35,,,34.149,-118.4537,
LA,Male,Primary ,,3/10/2019,3/10/2019,CRIMINAL MISCHIEF & RELATED OF,438,BRANDISH WEAPON,West LA,,,28,,,34.0329,-118.3927,
LA,Female,Secondary,,3/10/2019,3/10/2019,HARRASSMENT 2,638,INTIMATE PARTNER - SIMPLE ASSAULT,Hollywood,,,40,,,34.1001,-118.3071,
LA,Male,Primary ,,3/10/2019,3/10/2019,HARRASSMENT 2,793,BATTERY - SIMPLE ASSAULT,Newton,,,24,,,34.0039,-118.2717,
LA,Female,Secondary,,3/10/2019,3/10/2019,CRIMINAL MISCHIEF & RELATED OF,333,BURGLARY FROM VEHICLE,Northeast,,,53,,,34.1181,-118.1894,
LA,Male,Primary ,,3/10/2019,3/10/2019,ASSAULT 3 & RELATED OFFENSES,333,ROBBERY,Mission,,,66,,,34.2282,-118.4536,
LA,Female,Secondary,,3/10/2019,3/10/2019,DANGEROUS DRUGS,101,THEFT PLAIN - PETTY ($950 & UNDER),Olympic,,,47,,,34.0598,-118.2865,
LA,Male,Primary ,,3/10/2019,3/10/2019,MISCELLANEOUS PENAL LAW,782,INTIMATE PARTNER - AGGRAVATED ASSAULT,Rampart,,,33,,,34.0426,-118.2814,
LA,Female,Secondary,,3/10/2019,3/10/2019,HARRASSMENT 2,117,BIKE - STOLEN,Southeast,,,35,,,33.9465,-118.2673,
LA,Male,Primary ,,3/12/2019,3/12/2019,PETIT LARCENY,258,THEFT OF IDENTITY,Mission,,,40,,,34.2264,-118.4493,
LA,Female,Secondary,,3/10/2019,3/10/2019,HARRASSMENT 2,638,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",Foothill,,,54,,,34.2596,-118.2913,
LA,Male,Primary ,,3/12/2019,3/12/2019,DANGEROUS DRUGS,113,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Southwest,,,64,,,34.0204,-118.29,
LA,Female,Secondary,,12/24/2019,12/24/2019,FELONY ASSAULT,425,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Southwest,,,18,,,34.0363,-118.2803,
LA,Male,Primary ,,3/3/2019,3/3/2019,DANGEROUS DRUGS,638,BURGLARY FROM VEHICLE,Wilshire,,,21,,,34.0735,-118.3828,
LA,Female,Secondary,,3/12/2019,3/12/2019,PETIT LARCENY,338,CRUELTY TO ANIMALS,Foothill,,,30,,,34.2648,-118.4385,
LA,Male,Primary ,,3/10/2019,3/10/2019,OFFENSES AGAINST PUBLIC ADMINI,638,INTIMATE PARTNER - AGGRAVATED ASSAULT,N Hollywood,,,57,,,34.183,-118.3965,
